Name,Type,Capacity,Speed,URL
USB Flash Drive SmartBuy Glossy 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Glossy_16GB-674572.html
USB Flash Drive SmartBuy V-Cut 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_V_Cut_32GB-692020.html
USB Flash Drive SmartBuy Crown 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_16GB-702893.html
USB Flash Drive SmartBuy Crown 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_32GB-702931.html
USB Flash Drive Silicon Power Ultima U03 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Ultima_U03_16GB-718441.html
USB Flash Drive Silicon Power Ultima U03 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Ultima_U03_64GB-778412.html
USB Flash Drive SmartBuy Dock 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Dock_16GB-1279305.html
USB Flash Drive Mirex SWIVEL 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_32GB-2073285.html
USB Flash Drive ADATA UV320 32GB,USB 3.1,32 Гб,,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_UV320_32GB-3678783.html
USB Flash Drive Samsung BAR Plus 128GB,USB 3.1,128 Гб,300 Мб/с,https://komp.1k.by/storage-usbflashdrives/samsung/Samsung_BAR_Plus_128GB-3679213.html
USB Flash Drive Samsung BAR Plus 64GB,USB 3.1,64 Гб,200 Мб/с,https://komp.1k.by/storage-usbflashdrives/samsung/Samsung_BAR_Plus_64GB-3679215.html
USB Flash Drive Netac U352 USB 3.0 32GB,USB 3.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U352_USB_30_32GB-4256851.html
USB Flash Drive Kingston DataTraveler Max Type-C (DTMAX/256GB) 256GB,USB 3.2 Gen 2 Type-C,256 Гб,1 000 Мб/с,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Max_Type_C_DTMAX256GB_256GB-4657444.html
USB Flash Drive Netac US11 128GB NT03US11C-128G-32BK,USB 3.2 Gen 1/Type-C,128 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_US11_128GB_NT03US11C_128G_32BK-4786916.html
USB Flash Drive MAXVI MP 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/maxvi/MAXVI_MP_8GB-4902673.html
USB Flash Drive Mirex SWIVEL 4GB,USB 2.0,4 Гб,12 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_4GB-602981.html
USB Flash Drive Mirex SWIVEL 8GB,USB 2.0,8 Гб,12 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_8GB-602984.html
USB Flash Drive Sandisk Cruzer Blade 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Cruzer_Blade_32Gb-602992.html
USB Flash Drive Mirex SWIVEL RUBBER 4GB,USB 2.0,4 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_RUBBER_4GB-607594.html
USB Flash Drive Silicon Power Ultima U03 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Ultima_U03_32GB-718437.html
USB Flash Drive Silicon Power ULTIMA II I-Series 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_ULTIMA_II_I_Series_64Gb-792283.html
USB Flash Drive Sandisk Cruzer Blade 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Cruzer_Blade_64Gb-879391.html
USB Flash Drive Transcend JetFlash 750 64Gb,USB 3.0,64 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_750_64Gb-1279077.html
USB Flash Drive Transcend JetFlash 750 32Gb,USB 3.0,32 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_750_32Gb-1279079.html
USB Flash Drive SmartBuy Dock 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Dock_32GB-1279303.html
USB Flash Drive SmartBuy Quartz 4GB (SB4GBQZ-V),USB 2.0,4 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Quartz_4GB_SB4GBQZ_V-1709165.html
USB Flash Drive ADATA UV210 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_UV210_64GB-2582635.html
USB Flash Drive Sandisk Extreme PRO 128GB (SDCZ880-128G-G46),USB 3.1,128 Гб,420 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Extreme_PRO_128GB_SDCZ880_128G_G46-3040411.html
USB Flash Drive Sandisk Ultra Dual Type-C 256GB (SDDDC2-256G-G46),USB 3.1/USB Type-C,256 Гб,150 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Dual_Type_C_256GB_SDDDC2_256G_G46-3040417.html
USB Flash Drive Sandisk Extreme Go 64GB (SDCZ800-064G-G46),USB 3.1,64 Гб,200 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Extreme_Go_64GB_SDCZ800_064G_G46-3040421.html
USB Flash Drive SanDisk Ultra Flair USB 3.0 512GB,USB 3.0,512 Гб,150 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Ultra_Flair_USB_30_512GB-4487977.html
USB Flash Drive Silicon Power Helios 202 128GB,USB 3.2 Gen 1,128 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Helios_202_128GB-4488115.html
USB Flash Drive Kingston DataTraveler 70 64GB,"USB 2.0/USB Type-C, USB 3.2 Gen 1",64 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_70_64GB-4489195.html
USB Flash Drive Netac U197 64GB NT03U197N-064G-20BK,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U197_64GB_NT03U197N_064G_20BK-4489296.html
USB Flash Drive Netac U185 USB 2.0 64GB NT03U185N-064G-20WH,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U185_USB_20_64GB_NT03U185N_064G_20WH-4489298.html
USB Flash Drive Netac U116 64GB NT03U116N-064G-20WH,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U116_64GB_NT03U116N_064G_20WH-4489305.html
USB Flash Drive Netac U326 64GB NT03U326N-064G-20PN,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U326_64GB_NT03U326N_064G_20PN-4489341.html
USB Flash Drive Kingston DataTraveler Exodia M 128GB,USB 3.2 Gen 1,128 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Exodia_M_128GB-4669702.html
USB Flash Drive Kingston DataTraveler Exodia M 256GB,USB 3.2 Gen 1,256 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Exodia_M_256GB-4669705.html
USB Flash Drive Kingston DataTraveler MicroDuo 3C USB 3.2 Gen 1 256GB,USB 3.2 Gen 1,256 Гб,200 Мб/с,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_MicroDuo_3C_USB_32_Gen_1_256GB-4669712.html
USB Flash Drive Kingston DataTraveler Exodia Onyx 64GB,USB 3.2 Gen 1,128 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Exodia_Onyx_64GB-4727106.html
USB Flash Drive Netac U185 USB 2.0 128GB NT03U185N-128G-20WH,USB 2.0,128 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U185_USB_20_128GB_NT03U185N_128G_20WH-4727207.html
USB Flash Drive Netac U505 USB 2.0 128GB NT03U505N-128G-20BK,USB 2.0,128 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U505_USB_20_128GB_NT03U505N_128G_20BK-4727250.html
USB Flash Drive Netac U782C 128GB NT03U782C-128G-30PN,USB 3.2 Gen 1/Type-C,128 Гб,110 Мб/с,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U782C_128GB_NT03U782C_128G_30PN-4727264.html
USB Flash Drive Netac U785C 32GB,USB 3.2 Gen 1/Type-C,32 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U785C_32GB-4727265.html
USB Flash Drive Netac UM2 USB2.0 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_UM2_USB20_32GB-4727268.html
USB Flash Drive Kingston DataTraveler 70 256GB,USB 3.1 Type-C,256 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_70_256GB-4786912.html
USB Flash Drive Netac U782C USB3.0+TypeC Dual 256GB,USB 3.2 Gen 1/Type-C,256 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U782C_USB30TypeC_Dual_256GB-4786913.html
USB Flash Drive Netac US5 256GB NT03US5C-256G-32TA,USB 3.2 Gen 2 Type-C,256 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_US5_256GB_NT03US5C_256G_32TA-4786924.html
USB Flash Drive Netac US11 64GB NT03US11C-064G-32BK,USB 3.2 Gen 1/Type-C,64 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_US11_64GB_NT03US11C_064G_32BK-4787001.html
USB Flash Drive Silicon Power ULTIMA II-I 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_ULTIMA_II_I_8Gb-148985.html
USB Flash Drive Silicon Power ULTIMA II-I 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_ULTIMA_II_I_32Gb-236251.html
USB Flash Drive Apacer Handy Steno AH326 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/apacer/Apacer_Handy_Steno_AH326_8GB-283673.html
USB Flash Drive Silicon Power LuxMini 322 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_LuxMini_322_16Gb-364852.html
USB Flash Drive Silicon Power LuxMini 320 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_LuxMini_320_32Gb-364861.html
USB Flash Drive Silicon Power LuxMini 320 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_LuxMini_320_8Gb-365008.html
USB Flash Drive Silicon Power Helios 101 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Helios_101_16Gb-367689.html
USB Flash Drive Transcend JetFlash 700 32Gb,USB 3.0,32 Гб,70 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_700_32Gb-531322.html
USB Flash Drive Silicon Power Marvel M01 32GB,USB 3.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Marvel_M01_32GB-589457.html
USB Flash Drive Mirex HARBOR 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_HARBOR_32GB-591112.html
USB Flash Drive Mirex SWIVEL 16GB,USB 2.0,16 Гб,12 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_16GB-602987.html
USB Flash Drive Transcend JetFlash 350 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_350_64Gb-617411.html
USB Flash Drive Transcend JetFlash 350 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_350_32Gb-617412.html
USB Flash Drive Silicon Power Touch T01 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Touch_T01_8Gb-621162.html
USB Flash Drive Mirex CHROMATIC 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_CHROMATIC_16GB-635156.html
USB Flash Drive Transcend JetFlash 370 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_370_32Gb-649442.html
USB Flash Drive Transcend JetFlash 780 8Gb,USB 3.0,8 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_780_8Gb-653349.html
USB Flash Drive Qumo Optiva OFD-02 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_02_16Gb-664210.html
USB Flash Drive Mirex KNIGHT 32GB,USB 2.0,32 Гб,12 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_KNIGHT_32GB-694637.html
USB Flash Drive Verbatim Store 'n' Go PinStripe 64GB,USB 2.0,64 Гб,10 Мб/с,https://komp.1k.by/storage-usbflashdrives/verbatim/Verbatim_Store_n_Go_PinStripe_64GB-694638.html
USB Flash Drive SmartBuy Crown 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_8GB-702823.html
USB Flash Drive SmartBuy Crown 4GB,USB 2.0,4 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_4GB-702979.html
USB Flash Drive Verbatim Store 'n' Go V3 64GB,USB 3.0,64 Гб,80 Мб/с,https://komp.1k.by/storage-usbflashdrives/verbatim/Verbatim_Store_n_Go_V3_64GB-705738.html
USB Flash Drive Silicon Power Ultima U03 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Ultima_U03_8GB-718436.html
USB Flash Drive SmartBuy Click 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Click_64GB-733983.html
USB Flash Drive Silicon Power Touch T01 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Touch_T01_32Gb-755440.html
USB Flash Drive Transcend JetFlash 760 64Gb,USB 3.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_760_64Gb-761923.html
USB Flash Drive Silicon Power Marvel M01 64GB,USB 3.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Marvel_M01_64GB-778399.html
USB Flash Drive Mirex TURNING KNIFE 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_TURNING_KNIFE_16GB-778463.html
USB Flash Drive Transcend JetFlash 730 32Gb,USB 3.0,32 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_730_32Gb-787466.html
USB Flash Drive Mirex ROUND KEY 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_ROUND_KEY_16GB-810262.html
USB Flash Drive Mirex CORNER KEY 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_CORNER_KEY_16GB-810288.html
USB Flash Drive ADATA DashDrive UV128 64GB,USB 3.1,64 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_DashDrive_UV128_64GB-814328.html
USB Flash Drive Mirex SHEEP 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SHEEP_16GB-843921.html
USB Flash Drive ADATA DashDrive UV150 16GB,USB 3.0,16 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_DashDrive_UV150_16GB-866775.html
USB Flash Drive Verbatim Store 'n' Go V3 128GB,USB 3.0,128 Гб,80 Мб/с,https://komp.1k.by/storage-usbflashdrives/verbatim/Verbatim_Store_n_Go_V3_128GB-911709.html
USB Flash Drive Sandisk Ultra USB 3.0 32Gb,USB 3.0,32 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_USB_30_32Gb-930389.html
USB Flash Drive Transcend JetFlash 750 16Gb,USB 3.0,16 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_750_16Gb-1279075.html
USB Flash Drive Sandisk Ultra Dual USB Drive 32GB,USB 2.0/microUSB,32 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Dual_USB_Drive_32GB-1279141.html
USB Flash Drive SmartBuy Dock 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Dock_8GB-1279307.html
USB Flash Drive Qumo COSMOS 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_COSMOS_32Gb-1279405.html
USB Flash Drive Qumo COSMOS 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_COSMOS_8Gb-1279407.html
USB Flash Drive Apacer AH353 64GB,USB 3.1,,,https://komp.1k.by/storage-usbflashdrives/apacer/Apacer_AH353_64GB-1279787.html
USB Flash Drive ADATA DashDrive UV128 128GB,USB 3.1,128 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_DashDrive_UV128_128GB-1709203.html
USB Flash Drive Sandisk Ultra Dual USB Drive 3.0 16GB,USB 3.0/microUSB,16 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Dual_USB_Drive_30_16GB-1796561.html
USB Flash Drive Kingston DataTraveler Micro 3.1 64GB,USB 3.1,64 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Micro_31_64GB-2195349.html
USB Flash Drive Sandisk Ultra Dual USB Drive 3.0 128GB,USB 3.0/microUSB,128 Гб,150 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Dual_USB_Drive_30_128GB-2444909.html
USB Flash Drive GoodRAM UTS2 64GB (UTS2-0640K0R11),USB 2.0,64 Гб,20 Мб/с,https://komp.1k.by/storage-usbflashdrives/goodram/GoodRAM_UTS2_64GB_UTS2_0640K0R11-3036967.html
USB Flash Drive Sandisk Extreme PRO 256GB (SDCZ880-256G-G46),USB 3.1,256 Гб,420 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Extreme_PRO_256GB_SDCZ880_256G_G46-3040413.html
USB Flash Drive Transcend JetFlash 710S 32Gb,USB 3.0,32 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_710S_32Gb-3677767.html
USB Flash Drive SanDisk Ultra Dual Drive m3.0 256GB,USB 3.0/microUSB,256 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Ultra_Dual_Drive_m30_256GB-3678613.html
USB Flash Drive SanDisk Ultra Dual Drive USB Type-C 32GB,USB 3.1/USB Type-C,32 Гб,150 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Ultra_Dual_Drive_USB_Type_C_32GB-3736331.html
USB Flash Drive Netac U352 USB 3.0 256GB,USB 3.0,256 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_U352_USB_30_256GB-4257351.html
USB Flash Drive SanDisk Ultra Fit USB 3.1 512GB,USB 3.2 Gen 1,512 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Ultra_Fit_USB_31_512GB-4488003.html
USB Flash Drive EXPLOYD 620 128GB,USB 2.0,128 Гб,20 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_620_128GB-4488075.html
USB Flash Drive SanDisk Ultra Dual Drive Go Type-C 32GB,USB 3.1/USB Type-C,32 Гб,150 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Ultra_Dual_Drive_Go_Type_C_32GB-4489148.html
USB Flash Drive Acer BL.9BWWA.526 64GB,USB 3.2 Gen 1,32 Гб,120 Мб/с,https://komp.1k.by/storage-usbflashdrives/acer/Acer_BL9BWWA526_64GB-4669650.html
USB Flash Drive Kingston DataTraveler Max Type-A (DTMAXA/1TB) 1TB,USB 3.2 Gen 2,1 024 Гб,1 000 Мб/с,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Max_Type_A_DTMAXA1TB_1TB-4669706.html
USB Flash Drive Kingston DataTraveler Max Type-C (DTMAX/512GB) 512GB,USB 3.2 Gen 2 Type-C,512 Гб,1 000 Мб/с,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Max_Type_C_DTMAX512GB_512GB-4669709.html
USB Flash Drive Hikvision HS-USB-M210P/128G/U3 128GB,USB 3.2 Gen 1,128 Гб,60 Мб/с,https://komp.1k.by/storage-usbflashdrives/hikvision/Hikvision_HS_USB_M210P128GU3_128GB-4727094.html
USB Flash Drive Kingston DataTraveler Exodia Onyx 128GB,USB 3.2 Gen 1,128 Гб,,https://komp.1k.by/storage-usbflashdrives/kingston/Kingston_DataTraveler_Exodia_Onyx_128GB-4727104.html
USB Flash Drive MAXVI MK 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/maxvi/MAXVI_MK_64GB-4727113.html
USB Flash Drive Silicon Power LuxMini 320 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_LuxMini_320_16Gb-364854.html
USB Flash Drive Silicon Power Helios 101 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Helios_101_8Gb-367750.html
USB Flash Drive Mirex SWIVEL RUBBER 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_RUBBER_8GB-607591.html
USB Flash Drive Mirex SWIVEL RUBBER 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_SWIVEL_RUBBER_16GB-607643.html
USB Flash Drive Transcend JetFlash 350 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_350_16Gb-617948.html
USB Flash Drive Mirex DRAGON 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_DRAGON_16GB-739672.html
USB Flash Drive SmartBuy Wild Series Catty 32GB,USB 2.0,32 Гб,20 Мб/с,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Wild_Series_Catty_32GB-767197.html
USB Flash Drive SmartBuy Crown 128GB,USB 2.0,128 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_128GB-770078.html
USB Flash Drive Mirex BOTTLE OPENER 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_BOTTLE_OPENER_16GB-778401.html
USB Flash Drive Silicon Power Helios 101 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Helios_101_64Gb-778410.html
USB Flash Drive Mirex ARTON 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_ARTON_32GB-778441.html
USB Flash Drive Silicon Power Blaze B20 64GB,USB 3.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B20_64GB-843915.html
USB Flash Drive Mirex COW 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_COW_16GB-911707.html
USB Flash Drive Qumo COSMOS 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_COSMOS_16Gb-1279403.html
USB Flash Drive SmartBuy Paean 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Paean_32GB-1994861.html
USB Flash Drive GoodRAM UTS3 64GB,USB 3.0,64 Гб,110 Мб/с,https://komp.1k.by/storage-usbflashdrives/goodram/GoodRAM_UTS3_64GB-2718693.html
USB Flash Drive GoodRAM UMM3 64GB,USB 3.0,64 Гб,60 Мб/с,https://komp.1k.by/storage-usbflashdrives/goodram/GoodRAM_UMM3_64GB-3678705.html
USB Flash Drive SanDisk Dual Drive USB Type-C 128GB,USB 2.0/USB Type-C,128 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/SanDisk_Dual_Drive_USB_Type_C_128GB-3680595.html
USB Flash Drive OltraMax 50 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_50_64GB-4182693.html
USB Flash Drive Silicon Power Blaze B32 32GB,USB 3.2 Gen 1,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B32_32GB-4488112.html
USB Flash Drive OltraMax 290 128GB,USB 2.0,128 Гб,20 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_290_128GB-4488210.html
USB Flash Drive Silicon Power Blaze B03 32GB,USB 3.2 Gen 1,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B03_32GB-4489153.html
USB Flash Drive Acer BL.9BWWA.559 128GB,USB 3.2 Gen 1,32 Гб,120 Мб/с,https://komp.1k.by/storage-usbflashdrives/acer/Acer_BL9BWWA559_128GB-4669653.html
USB Flash Drive Hikvision HS-USB-M200 USB3.0 128GB,USB 3.2 Gen 1,128 Гб,80 Мб/с,https://komp.1k.by/storage-usbflashdrives/hikvision/Hikvision_HS_USB_M200_USB30_128GB-4669668.html
USB Flash Drive Hoco UD8 128GB,USB 3.2 Gen 1 Type-C,128 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/hoco/Hoco_UD8_128GB-4669956.html
USB Flash Drive Samsung USB-C 3.1 2022 128GB,USB 3.2 Gen 1 Type-C,128 Гб,400 Мб/с,https://komp.1k.by/storage-usbflashdrives/samsung/Samsung_USB_C_31_2022_128GB-4700294.html
USB Flash Drive Hikvision HS-USB-M210P/32G/U3 32GB,USB 3.2 Gen 1,32 Гб,60 Мб/с,https://komp.1k.by/storage-usbflashdrives/hikvision/Hikvision_HS_USB_M210P32GU3_32GB-4727096.html
USB Flash Drive Netac UM81 4GB,USB 2.0,4 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_UM81_4GB-4727252.html
USB Flash Drive ADATA UR340 32GB,USB 3.2 Gen 1,32 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/adata/ADATA_UR340_32GB-4902648.html
USB Flash Drive Mirex Color Blade Swivel 3.0 64GB,USB 3.2 Gen 2,64 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_Color_Blade_Swivel_30_64GB-4902728.html
USB Flash Drive Netac UA31 USB2.0 8GB NT03UA31N-008G-20BL,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/netac/Netac_UA31_USB20_8GB_NT03UA31N_008G_20BL-4902781.html
